Size, Instance Index, Insertion Time, Merge Time, Radix Time

100, 1, 0.00001900000000000000, 0.00002900000000000000, 0.00001100000000000000
100, 2, 0.00002300000000000000, 0.00002800000000000000, 0.00001200000000000000
100, 3, 0.00002100000000000000, 0.00002600000000000000, 0.00002100000000000000
100, 4, 0.00002400000000000000, 0.00002500000000000000, 0.00001100000000000000
100, 5, 0.00002400000000000000, 0.00002500000000000000, 0.00001100000000000000
100, 6, 0.00002200000000000000, 0.00002400000000000000, 0.00001100000000000000
100, 7, 0.00002200000000000000, 0.00002400000000000000, 0.00001200000000000000
100, 8, 0.00002200000000000000, 0.00002800000000000000, 0.00001200000000000000
100, 9, 0.00002100000000000000, 0.00002600000000000000, 0.00001000000000000000
100, 10, 0.00001900000000000000, 0.00002600000000000000, 0.00001000000000000000
100, 11, 0.00001900000000000000, 0.00002300000000000000, 0.00001000000000000000
100, 12, 0.00002100000000000000, 0.00002600000000000000, 0.00001000000000000000
100, 13, 0.00002100000000000000, 0.00002500000000000000, 0.00001000000000000000
100, 14, 0.00002200000000000000, 0.00002700000000000000, 0.00001100000000000000
100, 15, 0.00002300000000000000, 0.00002500000000000000, 0.00001000000000000000
100, 16, 0.00002200000000000000, 0.00002500000000000000, 0.00001000000000000000
100, 17, 0.00002100000000000000, 0.00002500000000000000, 0.00001000000000000000
100, 18, 0.00002200000000000000, 0.00002400000000000000, 0.00001000000000000000
100, 19, 0.00002300000000000000, 0.00002500000000000000, 0.00001000000000000000
100, 20, 0.00002000000000000000, 0.00002400000000000000, 0.00001000000000000000

200, 1, 0.00007499999999999999, 0.00006300000000000000, 0.00003900000000000000
200, 2, 0.00008400000000000000, 0.00005700000000000000, 0.00002900000000000000
200, 3, 0.00008600000000000000, 0.00005500000000000000, 0.00002700000000000000
200, 4, 0.00008400000000000000, 0.00005400000000000000, 0.00002600000000000000
200, 5, 0.00008100000000000000, 0.00005200000000000000, 0.00002600000000000000
200, 6, 0.00008800000000000000, 0.00005300000000000000, 0.00002600000000000000
200, 7, 0.00008000000000000001, 0.00005300000000000000, 0.00002600000000000000
200, 8, 0.00008400000000000000, 0.00005300000000000000, 0.00002700000000000000
200, 9, 0.00008200000000000000, 0.00005400000000000000, 0.00002600000000000000
200, 10, 0.00008100000000000000, 0.00005400000000000000, 0.00002600000000000000
200, 11, 0.00008400000000000000, 0.00005300000000000000, 0.00002600000000000000
200, 12, 0.00009000000000000001, 0.00005200000000000000, 0.00002500000000000000
200, 13, 0.00008400000000000000, 0.00005200000000000000, 0.00002600000000000000
200, 14, 0.00004800000000000000, 0.00003800000000000000, 0.00001900000000000000
200, 15, 0.00004700000000000000, 0.00003800000000000000, 0.00001700000000000000
200, 16, 0.00004500000000000000, 0.00003800000000000000, 0.00001800000000000000
200, 17, 0.00004800000000000000, 0.00003700000000000000, 0.00001800000000000000
200, 18, 0.00005000000000000000, 0.00003700000000000000, 0.00001700000000000000
200, 19, 0.00004400000000000000, 0.00003700000000000000, 0.00001800000000000000
200, 20, 0.00004800000000000000, 0.00003700000000000000, 0.00001700000000000000

400, 1, 0.00026499999999999999, 0.00011600000000000000, 0.00005900000000000000
400, 2, 0.00027500000000000002, 0.00011400000000000001, 0.00004900000000000000
400, 3, 0.00025999999999999998, 0.00011000000000000000, 0.00004800000000000000
400, 4, 0.00026899999999999998, 0.00010300000000000000, 0.00005000000000000000
400, 5, 0.00026600000000000001, 0.00010900000000000001, 0.00005000000000000000
400, 6, 0.00036800000000000000, 0.00011300000000000000, 0.00005100000000000000
400, 7, 0.00027900000000000001, 0.00011300000000000000, 0.00005000000000000000
400, 8, 0.00028600000000000001, 0.00011700000000000000, 0.00005100000000000000
400, 9, 0.00031500000000000001, 0.00011100000000000000, 0.00005000000000000000
400, 10, 0.00030899999999999998, 0.00011100000000000000, 0.00004900000000000000
400, 11, 0.00031199999999999999, 0.00011200000000000000, 0.00005000000000000000
400, 12, 0.00034600000000000001, 0.00285199999999999993, 0.00005200000000000000
400, 13, 0.00026600000000000001, 0.00011000000000000000, 0.00005000000000000000
400, 14, 0.00029599999999999998, 0.00011600000000000000, 0.00005000000000000000
400, 15, 0.00047800000000000002, 0.00011000000000000000, 0.00005100000000000000
400, 16, 0.00029300000000000002, 0.00011100000000000000, 0.00005000000000000000
400, 17, 0.00030899999999999998, 0.00011300000000000000, 0.00004900000000000000
400, 18, 0.00053100000000000000, 0.00011100000000000000, 0.00005200000000000000
400, 19, 0.00026400000000000002, 0.00010700000000000000, 0.00006900000000000000
400, 20, 0.00029500000000000001, 0.00011900000000000001, 0.00006100000000000000

800, 1, 0.00125200000000000007, 0.00027099999999999997, 0.00010800000000000000
